,date,location,location_name,value
336,2020-05-15,GM13,Free State of Saxony,69
337,2020-05-15,GM14,Sachsen-Anhalt State,40
338,2020-05-15,GM15,Free State of Thüringia,37
339,2020-05-15,GM16,Berlin State,42
340,2020-05-16,GM,Germany,1271
341,2020-05-16,GM01,Baden-Württemberg State,121
342,2020-05-16,GM02,Free State of Bavaria,194
343,2020-05-16,GM03,Free Hanseatic City of Bremen,11
344,2020-05-16,GM04,Free Hanseatic City of Hamburg,24
345,2020-05-16,GM05,Hesse State,97
346,2020-05-16,GM06,Lower Saxony State,121
347,2020-05-16,GM07,North Rhine-Westphalia State,304
348,2020-05-16,GM08,Rhineland-Palatinate State,77
349,2020-05-16,GM09,Saarland State,18
350,2020-05-16,GM10,Schleswig-Holstein State,32
351,2020-05-16,GM11,Brandenburg State,52
352,2020-05-16,GM12,Mecklenburg-Western Pomerania State,32
353,2020-05-16,GM13,Free State of Saxony,69
354,2020-05-16,GM14,Sachsen-Anhalt State,40
355,2020-05-16,GM15,Free State of Thüringia,37
356,2020-05-16,GM16,Berlin State,42
357,2020-05-17,GM,Germany,1265
358,2020-05-17,GM01,Baden-Württemberg State,121
359,2020-05-17,GM02,Free State of Bavaria,190
360,2020-05-17,GM03,Free Hanseatic City of Bremen,11
361,2020-05-17,GM04,Free Hanseatic City of Hamburg,24
362,2020-05-17,GM05,Hesse State,97
363,2020-05-17,GM06,Lower Saxony State,121
364,2020-05-17,GM07,North Rhine-Westphalia State,303
365,2020-05-17,GM08,Rhineland-Palatinate State,77
366,2020-05-17,GM09,Saarland State,18
367,2020-05-17,GM10,Schleswig-Holstein State,32
368,2020-05-17,GM11,Brandenburg State,52
369,2020-05-17,GM12,Mecklenburg-Western Pomerania State,32
370,2020-05-17,GM13,Free State of Saxony,68
371,2020-05-17,GM14,Sachsen-Anhalt State,40
372,2020-05-17,GM15,Free State of Thüringia,37
373,2020-05-17,GM16,Berlin State,42
374,2020-05-18,GM,Germany,1250
375,2020-05-18,GM01,Baden-Württemberg State,121
376,2020-05-18,GM02,Free State of Bavaria,185
377,2020-05-18,GM03,Free Hanseatic City of Bremen,11
378,2020-05-18,GM04,Free Hanseatic City of Hamburg,24
379,2020-05-18,GM05,Hesse State,95
380,2020-05-18,GM06,Lower Saxony State,118
381,2020-05-18,GM07,North Rhine-Westphalia State,299
382,2020-05-18,GM08,Rhineland-Palatinate State,77
383,2020-05-18,GM09,Saarland State,17
384,2020-05-18,GM10,Schleswig-Holstein State,32
385,2020-05-18,GM11,Brandenburg State,52
386,2020-05-18,GM12,Mecklenburg-Western Pomerania State,32
387,2020-05-18,GM13,Free State of Saxony,68
388,2020-05-18,GM14,Sachsen-Anhalt State,40
389,2020-05-18,GM15,Free State of Thüringia,37
390,2020-05-18,GM16,Berlin State,42
391,2020-05-19,GM,Germany,1271
392,2020-05-19,GM01,Baden-Württemberg State,123
393,2020-05-19,GM02,Free State of Bavaria,191
394,2020-05-19,GM03,Free Hanseatic City of Bremen,12
395,2020-05-19,GM04,Free Hanseatic City of Hamburg,24
396,2020-05-19,GM05,Hesse State,96
397,2020-05-19,GM06,Lower Saxony State,121
398,2020-05-19,GM07,North Rhine-Westphalia State,305
399,2020-05-19,GM08,Rhineland-Palatinate State,77
400,2020-05-19,GM09,Saarland State,18
401,2020-05-19,GM10,Schleswig-Holstein State,32
402,2020-05-19,GM11,Brandenburg State,52
403,2020-05-19,GM12,Mecklenburg-Western Pomerania State,32
404,2020-05-19,GM13,Free State of Saxony,69
405,2020-05-19,GM14,Sachsen-Anhalt State,40
406,2020-05-19,GM15,Free State of Thüringia,37
407,2020-05-19,GM16,Berlin State,42
408,2020-05-20,GM,Germany,1273
409,2020-05-20,GM01,Baden-Württemberg State,123
410,2020-05-20,GM02,Free State of Bavaria,193
411,2020-05-20,GM03,Free Hanseatic City of Bremen,12
412,2020-05-20,GM04,Free Hanseatic City of Hamburg,23
413,2020-05-20,GM05,Hesse State,97
414,2020-05-20,GM06,Lower Saxony State,121
415,2020-05-20,GM07,North Rhine-Westphalia State,305
416,2020-05-20,GM08,Rhineland-Palatinate State,77
417,2020-05-20,GM09,Saarland State,18
418,2020-05-20,GM10,Schleswig-Holstein State,32
419,2020-05-20,GM11,Brandenburg State,52
420,2020-05-20,GM12,Mecklenburg-Western Pomerania State,32
421,2020-05-20,GM13,Free State of Saxony,69
422,2020-05-20,GM14,Sachsen-Anhalt State,40
423,2020-05-20,GM15,Free State of Thüringia,37
424,2020-05-20,GM16,Berlin State,42
425,2020-05-21,GM,Germany,1272
426,2020-05-21,GM01,Baden-Württemberg State,123
427,2020-05-21,GM02,Free State of Bavaria,194
428,2020-05-21,GM03,Free Hanseatic City of Bremen,12
429,2020-05-21,GM04,Free Hanseatic City of Hamburg,24
430,2020-05-21,GM05,Hesse State,96
431,2020-05-21,GM06,Lower Saxony State,121
432,2020-05-21,GM07,North Rhine-Westphalia State,304
433,2020-05-21,GM08,Rhineland-Palatinate State,77
434,2020-05-21,GM09,Saarland State,18
435,2020-05-21,GM10,Schleswig-Holstein State,32
436,2020-05-21,GM11,Brandenburg State,52
437,2020-05-21,GM12,Mecklenburg-Western Pomerania State,32
438,2020-05-21,GM13,Free State of Saxony,68
439,2020-05-21,GM14,Sachsen-Anhalt State,40
440,2020-05-21,GM15,Free State of Thüringia,37
441,2020-05-21,GM16,Berlin State,42
442,2020-05-22,GM,Germany,1267
443,2020-05-22,GM01,Baden-Württemberg State,123
444,2020-05-22,GM02,Free State of Bavaria,187
445,2020-05-22,GM03,Free Hanseatic City of Bremen,12
446,2020-05-22,GM04,Free Hanseatic City of Hamburg,24
447,2020-05-22,GM05,Hesse State,97
448,2020-05-22,GM06,Lower Saxony State,120
449,2020-05-22,GM07,North Rhine-Westphalia State,305
450,2020-05-22,GM08,Rhineland-Palatinate State,77
451,2020-05-22,GM09,Saarland State,18
452,2020-05-22,GM10,Schleswig-Holstein State,32
453,2020-05-22,GM11,Brandenburg State,52
454,2020-05-22,GM12,Mecklenburg-Western Pomerania State,32
455,2020-05-22,GM13,Free State of Saxony,69
456,2020-05-22,GM14,Sachsen-Anhalt State,40
457,2020-05-22,GM15,Free State of Thüringia,37
458,2020-05-22,GM16,Berlin State,42
459,2020-05-23,GM,Germany,1271
460,2020-05-23,GM01,Baden-Württemberg State,123
461,2020-05-23,GM02,Free State of Bavaria,193
462,2020-05-23,GM03,Free Hanseatic City of Bremen,11
463,2020-05-23,GM04,Free Hanseatic City of Hamburg,23
464,2020-05-23,GM05,Hesse State,97
465,2020-05-23,GM06,Lower Saxony State,121
466,2020-05-23,GM07,North Rhine-Westphalia State,305
467,2020-05-23,GM08,Rhineland-Palatinate State,77
468,2020-05-23,GM09,Saarland State,18
469,2020-05-23,GM10,Schleswig-Holstein State,32
470,2020-05-23,GM11,Brandenburg State,51
471,2020-05-23,GM12,Mecklenburg-Western Pomerania State,31
472,2020-05-23,GM13,Free State of Saxony,69
473,2020-05-23,GM14,Sachsen-Anhalt State,41
474,2020-05-23,GM15,Free State of Thüringia,37
475,2020-05-23,GM16,Berlin State,42
476,2020-05-24,GM,Germany,1268
477,2020-05-24,GM01,Baden-Württemberg State,123
478,2020-05-24,GM02,Free State of Bavaria,193
479,2020-05-24,GM03,Free Hanseatic City of Bremen,11
480,2020-05-24,GM04,Free Hanseatic City of Hamburg,23
481,2020-05-24,GM05,Hesse State,97
482,2020-05-24,GM06,Lower Saxony State,121
483,2020-05-24,GM07,North Rhine-Westphalia State,302
484,2020-05-24,GM08,Rhineland-Palatinate State,77
485,2020-05-24,GM09,Saarland State,18
486,2020-05-24,GM10,Schleswig-Holstein State,32
487,2020-05-24,GM11,Brandenburg State,51
488,2020-05-24,GM12,Mecklenburg-Western Pomerania State,31
489,2020-05-24,GM13,Free State of Saxony,69
490,2020-05-24,GM14,Sachsen-Anhalt State,41
491,2020-05-24,GM15,Free State of Thüringia,37
492,2020-05-24,GM16,Berlin State,42
493,2020-05-25,GM,Germany,1261
494,2020-05-25,GM01,Baden-Württemberg State,123
495,2020-05-25,GM02,Free State of Bavaria,190
496,2020-05-25,GM03,Free Hanseatic City of Bremen,11
497,2020-05-25,GM04,Free Hanseatic City of Hamburg,24
498,2020-05-25,GM05,Hesse State,96
499,2020-05-25,GM06,Lower Saxony State,121
500,2020-05-25,GM07,North Rhine-Westphalia State,298
501,2020-05-25,GM08,Rhineland-Palatinate State,77
502,2020-05-25,GM09,Saarland State,18
503,2020-05-25,GM10,Schleswig-Holstein State,32
504,2020-05-25,GM11,Brandenburg State,52
505,2020-05-25,GM12,Mecklenburg-Western Pomerania State,31
506,2020-05-25,GM13,Free State of Saxony,69
507,2020-05-25,GM14,Sachsen-Anhalt State,40
508,2020-05-25,GM15,Free State of Thüringia,37
509,2020-05-25,GM16,Berlin State,42
510,2020-05-26,GM,Germany,1271
511,2020-05-26,GM01,Baden-Württemberg State,123
512,2020-05-26,GM02,Free State of Bavaria,197
513,2020-05-26,GM03,Free Hanseatic City of Bremen,11
514,2020-05-26,GM04,Free Hanseatic City of Hamburg,24
515,2020-05-26,GM05,Hesse State,95
516,2020-05-26,GM06,Lower Saxony State,121
517,2020-05-26,GM07,North Rhine-Westphalia State,300
518,2020-05-26,GM08,Rhineland-Palatinate State,77
519,2020-05-26,GM09,Saarland State,18
520,2020-05-26,GM10,Schleswig-Holstein State,32
521,2020-05-26,GM11,Brandenburg State,52
522,2020-05-26,GM12,Mecklenburg-Western Pomerania State,32
523,2020-05-26,GM13,Free State of Saxony,69
524,2020-05-26,GM14,Sachsen-Anhalt State,41
525,2020-05-26,GM15,Free State of Thüringia,37
526,2020-05-26,GM16,Berlin State,42
527,2020-05-27,GM,Germany,1273
528,2020-05-27,GM01,Baden-Württemberg State,122
529,2020-05-27,GM02,Free State of Bavaria,197
530,2020-05-27,GM03,Free Hanseatic City of Bremen,12
531,2020-05-27,GM04,Free Hanseatic City of Hamburg,24
532,2020-05-27,GM05,Hesse State,95
533,2020-05-27,GM06,Lower Saxony State,121
534,2020-05-27,GM07,North Rhine-Westphalia State,302
535,2020-05-27,GM08,Rhineland-Palatinate State,77
536,2020-05-27,GM09,Saarland State,18
537,2020-05-27,GM10,Schleswig-Holstein State,32
538,2020-05-27,GM11,Brandenburg State,52
539,2020-05-27,GM12,Mecklenburg-Western Pomerania State,32
540,2020-05-27,GM13,Free State of Saxony,69
541,2020-05-27,GM14,Sachsen-Anhalt State,41
542,2020-05-27,GM15,Free State of Thüringia,37
543,2020-05-27,GM16,Berlin State,42
544,2020-05-28,GM,Germany,1276
545,2020-05-28,GM01,Baden-Württemberg State,122
546,2020-05-28,GM02,Free State of Bavaria,198
547,2020-05-28,GM03,Free Hanseatic City of Bremen,12
