,date,location,location_name,value
1093,2020-06-29,GM05,Hesse State,95
1094,2020-06-29,GM06,Lower Saxony State,121
1095,2020-06-29,GM07,North Rhine-Westphalia State,305
1096,2020-06-29,GM08,Rhineland-Palatinate State,77
1097,2020-06-29,GM09,Saarland State,18
1098,2020-06-29,GM10,Schleswig-Holstein State,32
1099,2020-06-29,GM11,Brandenburg State,52
1100,2020-06-29,GM12,Mecklenburg-Western Pomerania State,32
1101,2020-06-29,GM13,Free State of Saxony,68
1102,2020-06-29,GM14,Sachsen-Anhalt State,41
1103,2020-06-29,GM15,Free State of Thüringia,37
1104,2020-06-29,GM16,Berlin State,42
1105,2020-06-30,GM,Germany,1275
1106,2020-06-30,GM01,Baden-Württemberg State,123
1107,2020-06-30,GM02,Free State of Bavaria,197
1108,2020-06-30,GM03,Free Hanseatic City of Bremen,11
1109,2020-06-30,GM04,Free Hanseatic City of Hamburg,24
1110,2020-06-30,GM05,Hesse State,95
1111,2020-06-30,GM06,Lower Saxony State,121
1112,2020-06-30,GM07,North Rhine-Westphalia State,305
1113,2020-06-30,GM08,Rhineland-Palatinate State,77
1114,2020-06-30,GM09,Saarland State,18
1115,2020-06-30,GM10,Schleswig-Holstein State,32
1116,2020-06-30,GM11,Brandenburg State,52
1117,2020-06-30,GM12,Mecklenburg-Western Pomerania State,32
1118,2020-06-30,GM13,Free State of Saxony,68
1119,2020-06-30,GM14,Sachsen-Anhalt State,41
1120,2020-06-30,GM15,Free State of Thüringia,37
1121,2020-06-30,GM16,Berlin State,42
1122,2020-07-01,GM,Germany,1275
1123,2020-07-01,GM01,Baden-Württemberg State,123
1124,2020-07-01,GM02,Free State of Bavaria,197
1125,2020-07-01,GM03,Free Hanseatic City of Bremen,11
1126,2020-07-01,GM04,Free Hanseatic City of Hamburg,24
1127,2020-07-01,GM05,Hesse State,95
1128,2020-07-01,GM06,Lower Saxony State,121
1129,2020-07-01,GM07,North Rhine-Westphalia State,305
1130,2020-07-01,GM08,Rhineland-Palatinate State,77
1131,2020-07-01,GM09,Saarland State,18
1132,2020-07-01,GM10,Schleswig-Holstein State,32
1133,2020-07-01,GM11,Brandenburg State,52
1134,2020-07-01,GM12,Mecklenburg-Western Pomerania State,32
1135,2020-07-01,GM13,Free State of Saxony,68
1136,2020-07-01,GM14,Sachsen-Anhalt State,41
1137,2020-07-01,GM15,Free State of Thüringia,37
1138,2020-07-01,GM16,Berlin State,42
