,date,location,location_name,value
39,2020-04-28,GM05,Hesse State,103
40,2020-04-28,GM06,Lower Saxony State,128
41,2020-04-28,GM07,North Rhine-Westphalia State,331
42,2020-04-28,GM08,Rhineland-Palatinate State,79
43,2020-04-28,GM09,Saarland State,28
44,2020-04-28,GM10,Schleswig-Holstein State,32
45,2020-04-28,GM11,Brandenburg State,52
46,2020-04-28,GM12,Mecklenburg-Western Pomerania State,31
47,2020-04-28,GM13,Free State of Saxony,69
48,2020-04-28,GM14,Sachsen-Anhalt State,43
49,2020-04-28,GM15,Free State of Thüringia,39
50,2020-04-28,GM16,Berlin State,58
51,2020-04-29,GM,Germany,1391
52,2020-04-29,GM01,Baden-Württemberg State,132
53,2020-04-29,GM02,Free State of Bavaria,211
54,2020-04-29,GM03,Free Hanseatic City of Bremen,11
55,2020-04-29,GM04,Free Hanseatic City of Hamburg,28
56,2020-04-29,GM05,Hesse State,103
57,2020-04-29,GM06,Lower Saxony State,129
58,2020-04-29,GM07,North Rhine-Westphalia State,338
59,2020-04-29,GM08,Rhineland-Palatinate State,80
60,2020-04-29,GM09,Saarland State,28
61,2020-04-29,GM10,Schleswig-Holstein State,32
62,2020-04-29,GM11,Brandenburg State,52
63,2020-04-29,GM12,Mecklenburg-Western Pomerania State,32
64,2020-04-29,GM13,Free State of Saxony,72
65,2020-04-29,GM14,Sachsen-Anhalt State,44
66,2020-04-29,GM15,Free State of Thüringia,39
67,2020-04-29,GM16,Berlin State,60
68,2020-04-30,GM,Germany,1386
69,2020-04-30,GM01,Baden-Württemberg State,130
70,2020-04-30,GM02,Free State of Bavaria,208
71,2020-04-30,GM03,Free Hanseatic City of Bremen,11
72,2020-04-30,GM04,Free Hanseatic City of Hamburg,28
73,2020-04-30,GM05,Hesse State,102
74,2020-04-30,GM06,Lower Saxony State,129
75,2020-04-30,GM07,North Rhine-Westphalia State,340
76,2020-04-30,GM08,Rhineland-Palatinate State,79
77,2020-04-30,GM09,Saarland State,28
78,2020-04-30,GM10,Schleswig-Holstein State,31
79,2020-04-30,GM11,Brandenburg State,52
80,2020-04-30,GM12,Mecklenburg-Western Pomerania State,32
81,2020-04-30,GM13,Free State of Saxony,73
82,2020-04-30,GM14,Sachsen-Anhalt State,44
83,2020-04-30,GM15,Free State of Thüringia,39
84,2020-04-30,GM16,Berlin State,60
85,2020-05-01,GM,Germany,1344
86,2020-05-01,GM01,Baden-Württemberg State,126
87,2020-05-01,GM02,Free State of Bavaria,209
88,2020-05-01,GM03,Free Hanseatic City of Bremen,12
89,2020-05-01,GM04,Free Hanseatic City of Hamburg,25
90,2020-05-01,GM05,Hesse State,99
91,2020-05-01,GM06,Lower Saxony State,119
92,2020-05-01,GM07,North Rhine-Westphalia State,335
93,2020-05-01,GM08,Rhineland-Palatinate State,75
94,2020-05-01,GM09,Saarland State,25
95,2020-05-01,GM10,Schleswig-Holstein State,27
96,2020-05-01,GM11,Brandenburg State,51
97,2020-05-01,GM12,Mecklenburg-Western Pomerania State,31
98,2020-05-01,GM13,Free State of Saxony,71
99,2020-05-01,GM14,Sachsen-Anhalt State,42
100,2020-05-01,GM15,Free State of Thüringia,37
101,2020-05-01,GM16,Berlin State,60
102,2020-05-02,GM,Germany,1344
103,2020-05-02,GM01,Baden-Württemberg State,128
104,2020-05-02,GM02,Free State of Bavaria,206
105,2020-05-02,GM03,Free Hanseatic City of Bremen,13
106,2020-05-02,GM04,Free Hanseatic City of Hamburg,25
107,2020-05-02,GM05,Hesse State,100
108,2020-05-02,GM06,Lower Saxony State,120
109,2020-05-02,GM07,North Rhine-Westphalia State,332
110,2020-05-02,GM08,Rhineland-Palatinate State,74
111,2020-05-02,GM09,Saarland State,27
112,2020-05-02,GM10,Schleswig-Holstein State,29
113,2020-05-02,GM11,Brandenburg State,51
114,2020-05-02,GM12,Mecklenburg-Western Pomerania State,31
115,2020-05-02,GM13,Free State of Saxony,69
116,2020-05-02,GM14,Sachsen-Anhalt State,42
117,2020-05-02,GM15,Free State of Thüringia,37
118,2020-05-02,GM16,Berlin State,60
119,2020-05-03,GM,Germany,1301
120,2020-05-03,GM01,Baden-Württemberg State,126
121,2020-05-03,GM02,Free State of Bavaria,195
122,2020-05-03,GM03,Free Hanseatic City of Bremen,12
123,2020-05-03,GM04,Free Hanseatic City of Hamburg,24
124,2020-05-03,GM05,Hesse State,98
125,2020-05-03,GM06,Lower Saxony State,116
126,2020-05-03,GM07,North Rhine-Westphalia State,323
127,2020-05-03,GM08,Rhineland-Palatinate State,76
128,2020-05-03,GM09,Saarland State,26
129,2020-05-03,GM10,Schleswig-Holstein State,28
130,2020-05-03,GM11,Brandenburg State,51
131,2020-05-03,GM12,Mecklenburg-Western Pomerania State,31
132,2020-05-03,GM13,Free State of Saxony,64
133,2020-05-03,GM14,Sachsen-Anhalt State,38
134,2020-05-03,GM15,Free State of Thüringia,35
135,2020-05-03,GM16,Berlin State,58
136,2020-05-04,GM,Germany,1311
137,2020-05-04,GM01,Baden-Württemberg State,128
138,2020-05-04,GM02,Free State of Bavaria,197
139,2020-05-04,GM03,Free Hanseatic City of Bremen,12
140,2020-05-04,GM04,Free Hanseatic City of Hamburg,23
141,2020-05-04,GM05,Hesse State,99
142,2020-05-04,GM06,Lower Saxony State,116
143,2020-05-04,GM07,North Rhine-Westphalia State,325
144,2020-05-04,GM08,Rhineland-Palatinate State,76
145,2020-05-04,GM09,Saarland State,26
146,2020-05-04,GM10,Schleswig-Holstein State,27
147,2020-05-04,GM11,Brandenburg State,50
148,2020-05-04,GM12,Mecklenburg-Western Pomerania State,31
149,2020-05-04,GM13,Free State of Saxony,67
150,2020-05-04,GM14,Sachsen-Anhalt State,39
151,2020-05-04,GM15,Free State of Thüringia,35
152,2020-05-04,GM16,Berlin State,60
153,2020-05-05,GM,Germany,1342
154,2020-05-05,GM01,Baden-Württemberg State,128
155,2020-05-05,GM02,Free State of Bavaria,205
156,2020-05-05,GM03,Free Hanseatic City of Bremen,13
157,2020-05-05,GM04,Free Hanseatic City of Hamburg,24
158,2020-05-05,GM05,Hesse State,100
159,2020-05-05,GM06,Lower Saxony State,116
160,2020-05-05,GM07,North Rhine-Westphalia State,335
161,2020-05-05,GM08,Rhineland-Palatinate State,77
162,2020-05-05,GM09,Saarland State,27
163,2020-05-05,GM10,Schleswig-Holstein State,29
164,2020-05-05,GM11,Brandenburg State,51
165,2020-05-05,GM12,Mecklenburg-Western Pomerania State,31
166,2020-05-05,GM13,Free State of Saxony,71
167,2020-05-05,GM14,Sachsen-Anhalt State,42
168,2020-05-05,GM15,Free State of Thüringia,36
169,2020-05-05,GM16,Berlin State,57
170,2020-05-06,GM,Germany,1345
171,2020-05-06,GM01,Baden-Württemberg State,127
172,2020-05-06,GM02,Free State of Bavaria,207
173,2020-05-06,GM03,Free Hanseatic City of Bremen,13
174,2020-05-06,GM04,Free Hanseatic City of Hamburg,24
175,2020-05-06,GM05,Hesse State,100
176,2020-05-06,GM06,Lower Saxony State,115
177,2020-05-06,GM07,North Rhine-Westphalia State,336
178,2020-05-06,GM08,Rhineland-Palatinate State,77
179,2020-05-06,GM09,Saarland State,26
180,2020-05-06,GM10,Schleswig-Holstein State,28
181,2020-05-06,GM11,Brandenburg State,51
182,2020-05-06,GM12,Mecklenburg-Western Pomerania State,31
183,2020-05-06,GM13,Free State of Saxony,73
184,2020-05-06,GM14,Sachsen-Anhalt State,41
185,2020-05-06,GM15,Free State of Thüringia,37
186,2020-05-06,GM16,Berlin State,59
187,2020-05-07,GM,Germany,1350
188,2020-05-07,GM01,Baden-Württemberg State,129
189,2020-05-07,GM02,Free State of Bavaria,201
190,2020-05-07,GM03,Free Hanseatic City of Bremen,13
191,2020-05-07,GM04,Free Hanseatic City of Hamburg,24
192,2020-05-07,GM05,Hesse State,101
193,2020-05-07,GM06,Lower Saxony State,116
194,2020-05-07,GM07,North Rhine-Westphalia State,341
195,2020-05-07,GM08,Rhineland-Palatinate State,77
196,2020-05-07,GM09,Saarland State,26
197,2020-05-07,GM10,Schleswig-Holstein State,29
198,2020-05-07,GM11,Brandenburg State,51
199,2020-05-07,GM12,Mecklenburg-Western Pomerania State,31
200,2020-05-07,GM13,Free State of Saxony,72
201,2020-05-07,GM14,Sachsen-Anhalt State,42
202,2020-05-07,GM15,Free State of Thüringia,38
203,2020-05-07,GM16,Berlin State,59
204,2020-05-08,GM,Germany,1354
205,2020-05-08,GM01,Baden-Württemberg State,131
206,2020-05-08,GM02,Free State of Bavaria,205
207,2020-05-08,GM03,Free Hanseatic City of Bremen,13
208,2020-05-08,GM04,Free Hanseatic City of Hamburg,24
209,2020-05-08,GM05,Hesse State,99
210,2020-05-08,GM06,Lower Saxony State,116
211,2020-05-08,GM07,North Rhine-Westphalia State,336
212,2020-05-08,GM08,Rhineland-Palatinate State,78
213,2020-05-08,GM09,Saarland State,27
214,2020-05-08,GM10,Schleswig-Holstein State,29
215,2020-05-08,GM11,Brandenburg State,51
216,2020-05-08,GM12,Mecklenburg-Western Pomerania State,32
217,2020-05-08,GM13,Free State of Saxony,73
218,2020-05-08,GM14,Sachsen-Anhalt State,43
219,2020-05-08,GM15,Free State of Thüringia,37
220,2020-05-08,GM16,Berlin State,60
221,2020-05-09,GM,Germany,1358
222,2020-05-09,GM01,Baden-Württemberg State,129
223,2020-05-09,GM02,Free State of Bavaria,207
224,2020-05-09,GM03,Free Hanseatic City of Bremen,13
225,2020-05-09,GM04,Free Hanseatic City of Hamburg,24
226,2020-05-09,GM05,Hesse State,100
227,2020-05-09,GM06,Lower Saxony State,116
228,2020-05-09,GM07,North Rhine-Westphalia State,339
229,2020-05-09,GM08,Rhineland-Palatinate State,78
230,2020-05-09,GM09,Saarland State,26
231,2020-05-09,GM10,Schleswig-Holstein State,32
232,2020-05-09,GM11,Brandenburg State,51
233,2020-05-09,GM12,Mecklenburg-Western Pomerania State,32
234,2020-05-09,GM13,Free State of Saxony,72
235,2020-05-09,GM14,Sachsen-Anhalt State,43
236,2020-05-09,GM15,Free State of Thüringia,37
237,2020-05-09,GM16,Berlin State,59
238,2020-05-10,GM,Germany,1342
239,2020-05-10,GM01,Baden-Württemberg State,130
240,2020-05-10,GM02,Free State of Bavaria,199
241,2020-05-10,GM03,Free Hanseatic City of Bremen,12
242,2020-05-10,GM04,Free Hanseatic City of Hamburg,24
243,2020-05-10,GM05,Hesse State,100
244,2020-05-10,GM06,Lower Saxony State,117
245,2020-05-10,GM07,North Rhine-Westphalia State,335
246,2020-05-10,GM08,Rhineland-Palatinate State,77
247,2020-05-10,GM09,Saarland State,27
248,2020-05-10,GM10,Schleswig-Holstein State,32
249,2020-05-10,GM11,Brandenburg State,51
250,2020-05-10,GM12,Mecklenburg-Western Pomerania State,31
251,2020-05-10,GM13,Free State of Saxony,70
252,2020-05-10,GM14,Sachsen-Anhalt State,41
253,2020-05-10,GM15,Free State of Thüringia,37
254,2020-05-10,GM16,Berlin State,59
255,2020-05-11,GM,Germany,1316
256,2020-05-11,GM01,Baden-Württemberg State,130
257,2020-05-11,GM02,Free State of Bavaria,195
258,2020-05-11,GM03,Free Hanseatic City of Bremen,12
259,2020-05-11,GM04,Free Hanseatic City of Hamburg,23
260,2020-05-11,GM05,Hesse State,100
261,2020-05-11,GM06,Lower Saxony State,113
262,2020-05-11,GM07,North Rhine-Westphalia State,323
263,2020-05-11,GM08,Rhineland-Palatinate State,77
264,2020-05-11,GM09,Saarland State,25
265,2020-05-11,GM10,Schleswig-Holstein State,30
266,2020-05-11,GM11,Brandenburg State,51
267,2020-05-11,GM12,Mecklenburg-Western Pomerania State,32
268,2020-05-11,GM13,Free State of Saxony,69
269,2020-05-11,GM14,Sachsen-Anhalt State,42
270,2020-05-11,GM15,Free State of Thüringia,36
271,2020-05-11,GM16,Berlin State,58
272,2020-05-12,GM,Germany,1348
273,2020-05-12,GM01,Baden-Württemberg State,131
274,2020-05-12,GM02,Free State of Bavaria,205
275,2020-05-12,GM03,Free Hanseatic City of Bremen,13
276,2020-05-12,GM04,Free Hanseatic City of Hamburg,24
277,2020-05-12,GM05,Hesse State,101
278,2020-05-12,GM06,Lower Saxony State,115
279,2020-05-12,GM07,North Rhine-Westphalia State,335
280,2020-05-12,GM08,Rhineland-Palatinate State,77
281,2020-05-12,GM09,Saarland State,24
282,2020-05-12,GM10,Schleswig-Holstein State,30
283,2020-05-12,GM11,Brandenburg State,51
284,2020-05-12,GM12,Mecklenburg-Western Pomerania State,33
285,2020-05-12,GM13,Free State of Saxony,72
286,2020-05-12,GM14,Sachsen-Anhalt State,42
287,2020-05-12,GM15,Free State of Thüringia,36
288,2020-05-12,GM16,Berlin State,59
289,2020-05-13,GM,Germany,1360
290,2020-05-13,GM01,Baden-Württemberg State,131
291,2020-05-13,GM02,Free State of Bavaria,206
292,2020-05-13,GM03,Free Hanseatic City of Bremen,13
293,2020-05-13,GM04,Free Hanseatic City of Hamburg,24
294,2020-05-13,GM05,Hesse State,102
295,2020-05-13,GM06,Lower Saxony State,119
296,2020-05-13,GM07,North Rhine-Westphalia State,337
297,2020-05-13,GM08,Rhineland-Palatinate State,77
298,2020-05-13,GM09,Saarland State,23
299,2020-05-13,GM10,Schleswig-Holstein State,30
300,2020-05-13,GM11,Brandenburg State,51
301,2020-05-13,GM12,Mecklenburg-Western Pomerania State,33
302,2020-05-13,GM13,Free State of Saxony,75
303,2020-05-13,GM14,Sachsen-Anhalt State,43
304,2020-05-13,GM15,Free State of Thüringia,36
305,2020-05-13,GM16,Berlin State,60
306,2020-05-14,GM,Germany,1413
307,2020-05-14,GM01,Baden-Württemberg State,136
308,2020-05-14,GM02,Free State of Bavaria,212
309,2020-05-14,GM03,Free Hanseatic City of Bremen,12
310,2020-05-14,GM04,Free Hanseatic City of Hamburg,28
311,2020-05-14,GM05,Hesse State,104
312,2020-05-14,GM06,Lower Saxony State,130
313,2020-05-14,GM07,North Rhine-Westphalia State,347
314,2020-05-14,GM08,Rhineland-Palatinate State,81
315,2020-05-14,GM09,Saarland State,23
316,2020-05-14,GM10,Schleswig-Holstein State,34
317,2020-05-14,GM11,Brandenburg State,53
318,2020-05-14,GM12,Mecklenburg-Western Pomerania State,34
319,2020-05-14,GM13,Free State of Saxony,77
320,2020-05-14,GM14,Sachsen-Anhalt State,43
321,2020-05-14,GM15,Free State of Thüringia,38
322,2020-05-14,GM16,Berlin State,61
323,2020-05-15,GM,Germany,1412
324,2020-05-15,GM01,Baden-Württemberg State,137
325,2020-05-15,GM02,Free State of Bavaria,212
326,2020-05-15,GM03,Free Hanseatic City of Bremen,12
327,2020-05-15,GM04,Free Hanseatic City of Hamburg,28
328,2020-05-15,GM05,Hesse State,105
329,2020-05-15,GM06,Lower Saxony State,130
330,2020-05-15,GM07,North Rhine-Westphalia State,347
331,2020-05-15,GM08,Rhineland-Palatinate State,81
332,2020-05-15,GM09,Saarland State,19
333,2020-05-15,GM10,Schleswig-Holstein State,34
334,2020-05-15,GM11,Brandenburg State,53
335,2020-05-15,GM12,Mecklenburg-Western Pomerania State,34
336,2020-05-15,GM13,Free State of Saxony,77
337,2020-05-15,GM14,Sachsen-Anhalt State,43
338,2020-05-15,GM15,Free State of Thüringia,39
339,2020-05-15,GM16,Berlin State,61
340,2020-05-16,GM,Germany,1413
341,2020-05-16,GM01,Baden-Württemberg State,137
342,2020-05-16,GM02,Free State of Bavaria,213
343,2020-05-16,GM03,Free Hanseatic City of Bremen,12
344,2020-05-16,GM04,Free Hanseatic City of Hamburg,28
345,2020-05-16,GM05,Hesse State,105
346,2020-05-16,GM06,Lower Saxony State,130
347,2020-05-16,GM07,North Rhine-Westphalia State,347
348,2020-05-16,GM08,Rhineland-Palatinate State,81
349,2020-05-16,GM09,Saarland State,19
350,2020-05-16,GM10,Schleswig-Holstein State,34
351,2020-05-16,GM11,Brandenburg State,53
352,2020-05-16,GM12,Mecklenburg-Western Pomerania State,34
353,2020-05-16,GM13,Free State of Saxony,77
354,2020-05-16,GM14,Sachsen-Anhalt State,43
355,2020-05-16,GM15,Free State of Thüringia,39
356,2020-05-16,GM16,Berlin State,61
357,2020-05-17,GM,Germany,1402
358,2020-05-17,GM01,Baden-Württemberg State,137
359,2020-05-17,GM02,Free State of Bavaria,208
360,2020-05-17,GM03,Free Hanseatic City of Bremen,12
361,2020-05-17,GM04,Free Hanseatic City of Hamburg,28
362,2020-05-17,GM05,Hesse State,105
363,2020-05-17,GM06,Lower Saxony State,130
364,2020-05-17,GM07,North Rhine-Westphalia State,344
365,2020-05-17,GM08,Rhineland-Palatinate State,81
366,2020-05-17,GM09,Saarland State,19
367,2020-05-17,GM10,Schleswig-Holstein State,34
368,2020-05-17,GM11,Brandenburg State,53
369,2020-05-17,GM12,Mecklenburg-Western Pomerania State,34
370,2020-05-17,GM13,Free State of Saxony,76
371,2020-05-17,GM14,Sachsen-Anhalt State,43
372,2020-05-17,GM15,Free State of Thüringia,38
373,2020-05-17,GM16,Berlin State,60
374,2020-05-18,GM,Germany,1380
375,2020-05-18,GM01,Baden-Württemberg State,136
376,2020-05-18,GM02,Free State of Bavaria,201
377,2020-05-18,GM03,Free Hanseatic City of Bremen,12
378,2020-05-18,GM04,Free Hanseatic City of Hamburg,27
379,2020-05-18,GM05,Hesse State,102
380,2020-05-18,GM06,Lower Saxony State,127
381,2020-05-18,GM07,North Rhine-Westphalia State,337
382,2020-05-18,GM08,Rhineland-Palatinate State,81
383,2020-05-18,GM09,Saarland State,18
384,2020-05-18,GM10,Schleswig-Holstein State,34
385,2020-05-18,GM11,Brandenburg State,53
386,2020-05-18,GM12,Mecklenburg-Western Pomerania State,34
387,2020-05-18,GM13,Free State of Saxony,76
388,2020-05-18,GM14,Sachsen-Anhalt State,43
389,2020-05-18,GM15,Free State of Thüringia,38
390,2020-05-18,GM16,Berlin State,61
391,2020-05-19,GM,Germany,1409
392,2020-05-19,GM01,Baden-Württemberg State,139
393,2020-05-19,GM02,Free State of Bavaria,209
394,2020-05-19,GM03,Free Hanseatic City of Bremen,13
395,2020-05-19,GM04,Free Hanseatic City of Hamburg,28
396,2020-05-19,GM05,Hesse State,103
397,2020-05-19,GM06,Lower Saxony State,130
398,2020-05-19,GM07,North Rhine-Westphalia State,347
399,2020-05-19,GM08,Rhineland-Palatinate State,81
400,2020-05-19,GM09,Saarland State,19
401,2020-05-19,GM10,Schleswig-Holstein State,34
402,2020-05-19,GM11,Brandenburg State,53
403,2020-05-19,GM12,Mecklenburg-Western Pomerania State,34
404,2020-05-19,GM13,Free State of Saxony,77
405,2020-05-19,GM14,Sachsen-Anhalt State,43
406,2020-05-19,GM15,Free State of Thüringia,39
407,2020-05-19,GM16,Berlin State,60
408,2020-05-20,GM,Germany,1415
409,2020-05-20,GM01,Baden-Württemberg State,140
410,2020-05-20,GM02,Free State of Bavaria,211
411,2020-05-20,GM03,Free Hanseatic City of Bremen,13
412,2020-05-20,GM04,Free Hanseatic City of Hamburg,27
413,2020-05-20,GM05,Hesse State,105
414,2020-05-20,GM06,Lower Saxony State,130
415,2020-05-20,GM07,North Rhine-Westphalia State,348
416,2020-05-20,GM08,Rhineland-Palatinate State,81
417,2020-05-20,GM09,Saarland State,19
418,2020-05-20,GM10,Schleswig-Holstein State,34
419,2020-05-20,GM11,Brandenburg State,53
420,2020-05-20,GM12,Mecklenburg-Western Pomerania State,34
421,2020-05-20,GM13,Free State of Saxony,78
422,2020-05-20,GM14,Sachsen-Anhalt State,43
423,2020-05-20,GM15,Free State of Thüringia,39
424,2020-05-20,GM16,Berlin State,60
425,2020-05-21,GM,Germany,1417
426,2020-05-21,GM01,Baden-Württemberg State,140
427,2020-05-21,GM02,Free State of Bavaria,213
428,2020-05-21,GM03,Free Hanseatic City of Bremen,13
429,2020-05-21,GM04,Free Hanseatic City of Hamburg,28
430,2020-05-21,GM05,Hesse State,103
431,2020-05-21,GM06,Lower Saxony State,131
432,2020-05-21,GM07,North Rhine-Westphalia State,347
433,2020-05-21,GM08,Rhineland-Palatinate State,82
434,2020-05-21,GM09,Saarland State,19
435,2020-05-21,GM10,Schleswig-Holstein State,34
436,2020-05-21,GM11,Brandenburg State,53
437,2020-05-21,GM12,Mecklenburg-Western Pomerania State,34
438,2020-05-21,GM13,Free State of Saxony,78
439,2020-05-21,GM14,Sachsen-Anhalt State,43
440,2020-05-21,GM15,Free State of Thüringia,38
441,2020-05-21,GM16,Berlin State,61
442,2020-05-22,GM,Germany,1411
443,2020-05-22,GM01,Baden-Württemberg State,140
444,2020-05-22,GM02,Free State of Bavaria,206
445,2020-05-22,GM03,Free Hanseatic City of Bremen,13
446,2020-05-22,GM04,Free Hanseatic City of Hamburg,28
447,2020-05-22,GM05,Hesse State,104
448,2020-05-22,GM06,Lower Saxony State,130
449,2020-05-22,GM07,North Rhine-Westphalia State,348
450,2020-05-22,GM08,Rhineland-Palatinate State,82
451,2020-05-22,GM09,Saarland State,19
452,2020-05-22,GM10,Schleswig-Holstein State,33
453,2020-05-22,GM11,Brandenburg State,53
454,2020-05-22,GM12,Mecklenburg-Western Pomerania State,34
455,2020-05-22,GM13,Free State of Saxony,79
456,2020-05-22,GM14,Sachsen-Anhalt State,43
457,2020-05-22,GM15,Free State of Thüringia,38
458,2020-05-22,GM16,Berlin State,61
459,2020-05-23,GM,Germany,1410
460,2020-05-23,GM01,Baden-Württemberg State,140
461,2020-05-23,GM02,Free State of Bavaria,212
462,2020-05-23,GM03,Free Hanseatic City of Bremen,12
463,2020-05-23,GM04,Free Hanseatic City of Hamburg,26
464,2020-05-23,GM05,Hesse State,103
465,2020-05-23,GM06,Lower Saxony State,131
466,2020-05-23,GM07,North Rhine-Westphalia State,346
467,2020-05-23,GM08,Rhineland-Palatinate State,81
468,2020-05-23,GM09,Saarland State,19
469,2020-05-23,GM10,Schleswig-Holstein State,33
470,2020-05-23,GM11,Brandenburg State,52
471,2020-05-23,GM12,Mecklenburg-Western Pomerania State,33
472,2020-05-23,GM13,Free State of Saxony,79
473,2020-05-23,GM14,Sachsen-Anhalt State,44
474,2020-05-23,GM15,Free State of Thüringia,38
475,2020-05-23,GM16,Berlin State,61
476,2020-05-24,GM,Germany,1406
477,2020-05-24,GM01,Baden-Württemberg State,140
478,2020-05-24,GM02,Free State of Bavaria,212
479,2020-05-24,GM03,Free Hanseatic City of Bremen,12
480,2020-05-24,GM04,Free Hanseatic City of Hamburg,26
481,2020-05-24,GM05,Hesse State,103
482,2020-05-24,GM06,Lower Saxony State,131
483,2020-05-24,GM07,North Rhine-Westphalia State,342
484,2020-05-24,GM08,Rhineland-Palatinate State,81
485,2020-05-24,GM09,Saarland State,19
486,2020-05-24,GM10,Schleswig-Holstein State,33
487,2020-05-24,GM11,Brandenburg State,52
488,2020-05-24,GM12,Mecklenburg-Western Pomerania State,33
489,2020-05-24,GM13,Free State of Saxony,79
490,2020-05-24,GM14,Sachsen-Anhalt State,44
491,2020-05-24,GM15,Free State of Thüringia,38
492,2020-05-24,GM16,Berlin State,61
493,2020-05-25,GM,Germany,1400
494,2020-05-25,GM01,Baden-Württemberg State,140
495,2020-05-25,GM02,Free State of Bavaria,210
496,2020-05-25,GM03,Free Hanseatic City of Bremen,12
497,2020-05-25,GM04,Free Hanseatic City of Hamburg,28
498,2020-05-25,GM05,Hesse State,102
499,2020-05-25,GM06,Lower Saxony State,131
500,2020-05-25,GM07,North Rhine-Westphalia State,337
501,2020-05-25,GM08,Rhineland-Palatinate State,81
502,2020-05-25,GM09,Saarland State,19
503,2020-05-25,GM10,Schleswig-Holstein State,33
504,2020-05-25,GM11,Brandenburg State,53
505,2020-05-25,GM12,Mecklenburg-Western Pomerania State,33
506,2020-05-25,GM13,Free State of Saxony,79
507,2020-05-25,GM14,Sachsen-Anhalt State,43
508,2020-05-25,GM15,Free State of Thüringia,38
509,2020-05-25,GM16,Berlin State,61
510,2020-05-26,GM,Germany,1414
511,2020-05-26,GM01,Baden-Württemberg State,141
512,2020-05-26,GM02,Free State of Bavaria,217
513,2020-05-26,GM03,Free Hanseatic City of Bremen,12
514,2020-05-26,GM04,Free Hanseatic City of Hamburg,28
515,2020-05-26,GM05,Hesse State,102
516,2020-05-26,GM06,Lower Saxony State,131
517,2020-05-26,GM07,North Rhine-Westphalia State,342
518,2020-05-26,GM08,Rhineland-Palatinate State,81
519,2020-05-26,GM09,Saarland State,19
520,2020-05-26,GM10,Schleswig-Holstein State,33
521,2020-05-26,GM11,Brandenburg State,53
522,2020-05-26,GM12,Mecklenburg-Western Pomerania State,34
523,2020-05-26,GM13,Free State of Saxony,79
524,2020-05-26,GM14,Sachsen-Anhalt State,44
525,2020-05-26,GM15,Free State of Thüringia,38
526,2020-05-26,GM16,Berlin State,60
527,2020-05-27,GM,Germany,1419
528,2020-05-27,GM01,Baden-Württemberg State,140
529,2020-05-27,GM02,Free State of Bavaria,216
530,2020-05-27,GM03,Free Hanseatic City of Bremen,13
531,2020-05-27,GM04,Free Hanseatic City of Hamburg,28
532,2020-05-27,GM05,Hesse State,103
533,2020-05-27,GM06,Lower Saxony State,131
534,2020-05-27,GM07,North Rhine-Westphalia State,345
535,2020-05-27,GM08,Rhineland-Palatinate State,81
536,2020-05-27,GM09,Saarland State,19
537,2020-05-27,GM10,Schleswig-Holstein State,34
538,2020-05-27,GM11,Brandenburg State,54
539,2020-05-27,GM12,Mecklenburg-Western Pomerania State,34
540,2020-05-27,GM13,Free State of Saxony,79
541,2020-05-27,GM14,Sachsen-Anhalt State,44
542,2020-05-27,GM15,Free State of Thüringia,38
543,2020-05-27,GM16,Berlin State,60
544,2020-05-28,GM,Germany,1423
545,2020-05-28,GM01,Baden-Württemberg State,140
546,2020-05-28,GM02,Free State of Bavaria,217
547,2020-05-28,GM03,Free Hanseatic City of Bremen,13
