,date,location,location_name,value
1093,2020-06-29,GM05,Hesse State,107
1094,2020-06-29,GM06,Lower Saxony State,132
1095,2020-06-29,GM07,North Rhine-Westphalia State,345
1096,2020-06-29,GM08,Rhineland-Palatinate State,82
1097,2020-06-29,GM09,Saarland State,19
1098,2020-06-29,GM10,Schleswig-Holstein State,34
1099,2020-06-29,GM11,Brandenburg State,54
1100,2020-06-29,GM12,Mecklenburg-Western Pomerania State,34
1101,2020-06-29,GM13,Free State of Saxony,79
1102,2020-06-29,GM14,Sachsen-Anhalt State,44
1103,2020-06-29,GM15,Free State of Thüringia,39
1104,2020-06-29,GM16,Berlin State,61
1105,2020-06-30,GM,Germany,1429
1106,2020-06-30,GM01,Baden-Württemberg State,143
1107,2020-06-30,GM02,Free State of Bavaria,216
1108,2020-06-30,GM03,Free Hanseatic City of Bremen,12
1109,2020-06-30,GM04,Free Hanseatic City of Hamburg,28
1110,2020-06-30,GM05,Hesse State,107
1111,2020-06-30,GM06,Lower Saxony State,132
1112,2020-06-30,GM07,North Rhine-Westphalia State,347
1113,2020-06-30,GM08,Rhineland-Palatinate State,82
1114,2020-06-30,GM09,Saarland State,19
1115,2020-06-30,GM10,Schleswig-Holstein State,34
1116,2020-06-30,GM11,Brandenburg State,54
1117,2020-06-30,GM12,Mecklenburg-Western Pomerania State,34
1118,2020-06-30,GM13,Free State of Saxony,79
1119,2020-06-30,GM14,Sachsen-Anhalt State,44
1120,2020-06-30,GM15,Free State of Thüringia,39
1121,2020-06-30,GM16,Berlin State,59
1122,2020-07-01,GM,Germany,1429
1123,2020-07-01,GM01,Baden-Württemberg State,143
1124,2020-07-01,GM02,Free State of Bavaria,216
1125,2020-07-01,GM03,Free Hanseatic City of Bremen,12
1126,2020-07-01,GM04,Free Hanseatic City of Hamburg,28
1127,2020-07-01,GM05,Hesse State,107
1128,2020-07-01,GM06,Lower Saxony State,132
1129,2020-07-01,GM07,North Rhine-Westphalia State,346
1130,2020-07-01,GM08,Rhineland-Palatinate State,82
1131,2020-07-01,GM09,Saarland State,19
1132,2020-07-01,GM10,Schleswig-Holstein State,34
1133,2020-07-01,GM11,Brandenburg State,54
1134,2020-07-01,GM12,Mecklenburg-Western Pomerania State,34
1135,2020-07-01,GM13,Free State of Saxony,79
1136,2020-07-01,GM14,Sachsen-Anhalt State,44
1137,2020-07-01,GM15,Free State of Thüringia,39
1138,2020-07-01,GM16,Berlin State,60
