,date,location,location_name,value
1001,2020-06-23,GM15,Free State of Thüringia,538.0
1002,2020-06-23,GM16,Berlin State,950.0
1003,2020-06-24,GM,Germany,17718.0
1004,2020-06-24,GM01,Baden-Württemberg State,1967.0
1005,2020-06-24,GM02,Free State of Bavaria,2575.0
1006,2020-06-24,GM03,Free Hanseatic City of Bremen,77.0
1007,2020-06-24,GM04,Free Hanseatic City of Hamburg,468.0
1008,2020-06-24,GM05,Hesse State,1486.0
1009,2020-06-24,GM06,Lower Saxony State,1332.0
1010,2020-06-24,GM07,North Rhine-Westphalia State,4273.0
1011,2020-06-24,GM08,Rhineland-Palatinate State,651.0
1012,2020-06-24,GM09,Saarland State,346.0
1013,2020-06-24,GM10,Schleswig-Holstein State,546.0
1014,2020-06-24,GM11,Brandenburg State,560.0
1015,2020-06-24,GM12,Mecklenburg-Western Pomerania State,537.0
1016,2020-06-24,GM13,Free State of Saxony,924.0
1017,2020-06-24,GM14,Sachsen-Anhalt State,533.0
1018,2020-06-24,GM15,Free State of Thüringia,509.0
1019,2020-06-24,GM16,Berlin State,934.0
1020,2020-06-25,GM,Germany,21073.0
1021,2020-06-25,GM01,Baden-Württemberg State,2230.0
1022,2020-06-25,GM02,Free State of Bavaria,3119.0
1023,2020-06-25,GM03,Free Hanseatic City of Bremen,121.0
1024,2020-06-25,GM04,Free Hanseatic City of Hamburg,571.0
1025,2020-06-25,GM05,Hesse State,1750.0
1026,2020-06-25,GM06,Lower Saxony State,1690.0
1027,2020-06-25,GM07,North Rhine-Westphalia State,4877.0
1028,2020-06-25,GM08,Rhineland-Palatinate State,828.0
1029,2020-06-25,GM09,Saarland State,401.0
1030,2020-06-25,GM10,Schleswig-Holstein State,598.0
1031,2020-06-25,GM11,Brandenburg State,671.0
1032,2020-06-25,GM12,Mecklenburg-Western Pomerania State,613.0
1033,2020-06-25,GM13,Free State of Saxony,1187.0
1034,2020-06-25,GM14,Sachsen-Anhalt State,707.0
1035,2020-06-25,GM15,Free State of Thüringia,612.0
1036,2020-06-25,GM16,Berlin State,1098.0
1037,2020-06-26,GM,Germany,21220.0
1038,2020-06-26,GM01,Baden-Württemberg State,2292.0
1039,2020-06-26,GM02,Free State of Bavaria,3114.0
1040,2020-06-26,GM03,Free Hanseatic City of Bremen,123.0
1041,2020-06-26,GM04,Free Hanseatic City of Hamburg,577.0
1042,2020-06-26,GM05,Hesse State,1755.0
1043,2020-06-26,GM06,Lower Saxony State,1675.0
1044,2020-06-26,GM07,North Rhine-Westphalia State,4907.0
1045,2020-06-26,GM08,Rhineland-Palatinate State,828.0
1046,2020-06-26,GM09,Saarland State,410.0
1047,2020-06-26,GM10,Schleswig-Holstein State,612.0
1048,2020-06-26,GM11,Brandenburg State,641.0
1049,2020-06-26,GM12,Mecklenburg-Western Pomerania State,628.0
1050,2020-06-26,GM13,Free State of Saxony,1200.0
1051,2020-06-26,GM14,Sachsen-Anhalt State,733.0
1052,2020-06-26,GM15,Free State of Thüringia,639.0
1053,2020-06-26,GM16,Berlin State,1086.0
1054,2020-06-27,GM,Germany,20996.0
1055,2020-06-27,GM01,Baden-Württemberg State,2264.0
1056,2020-06-27,GM02,Free State of Bavaria,3091.0
1057,2020-06-27,GM03,Free Hanseatic City of Bremen,112.0
1058,2020-06-27,GM04,Free Hanseatic City of Hamburg,594.0
1059,2020-06-27,GM05,Hesse State,1730.0
1060,2020-06-27,GM06,Lower Saxony State,1675.0
1061,2020-06-27,GM07,North Rhine-Westphalia State,4862.0
1062,2020-06-27,GM08,Rhineland-Palatinate State,841.0
1063,2020-06-27,GM09,Saarland State,412.0
1064,2020-06-27,GM10,Schleswig-Holstein State,615.0
1065,2020-06-27,GM11,Brandenburg State,610.0
1066,2020-06-27,GM12,Mecklenburg-Western Pomerania State,640.0
1067,2020-06-27,GM13,Free State of Saxony,1176.0
1068,2020-06-27,GM14,Sachsen-Anhalt State,697.0
1069,2020-06-27,GM15,Free State of Thüringia,604.0
1070,2020-06-27,GM16,Berlin State,1073.0
1071,2020-06-28,GM,Germany,20478.0
1072,2020-06-28,GM01,Baden-Württemberg State,2237.0
1073,2020-06-28,GM02,Free State of Bavaria,3041.0
1074,2020-06-28,GM03,Free Hanseatic City of Bremen,109.0
1075,2020-06-28,GM04,Free Hanseatic City of Hamburg,547.0
1076,2020-06-28,GM05,Hesse State,1654.0
1077,2020-06-28,GM06,Lower Saxony State,1627.0
1078,2020-06-28,GM07,North Rhine-Westphalia State,4755.0
1079,2020-06-28,GM08,Rhineland-Palatinate State,829.0
1080,2020-06-28,GM09,Saarland State,389.0
1081,2020-06-28,GM10,Schleswig-Holstein State,617.0
1082,2020-06-28,GM11,Brandenburg State,593.0
1083,2020-06-28,GM12,Mecklenburg-Western Pomerania State,617.0
1084,2020-06-28,GM13,Free State of Saxony,1117.0
1085,2020-06-28,GM14,Sachsen-Anhalt State,698.0
1086,2020-06-28,GM15,Free State of Thüringia,593.0
1087,2020-06-28,GM16,Berlin State,1055.0
1088,2020-06-29,GM,Germany,20387.0
1089,2020-06-29,GM01,Baden-Württemberg State,2189.0
1090,2020-06-29,GM02,Free State of Bavaria,2934.0
1091,2020-06-29,GM03,Free Hanseatic City of Bremen,108.0
1092,2020-06-29,GM04,Free Hanseatic City of Hamburg,571.0
1093,2020-06-29,GM05,Hesse State,1686.0
1094,2020-06-29,GM06,Lower Saxony State,1635.0
1095,2020-06-29,GM07,North Rhine-Westphalia State,4810.0
1096,2020-06-29,GM08,Rhineland-Palatinate State,813.0
1097,2020-06-29,GM09,Saarland State,369.0
1098,2020-06-29,GM10,Schleswig-Holstein State,614.0
1099,2020-06-29,GM11,Brandenburg State,617.0
1100,2020-06-29,GM12,Mecklenburg-Western Pomerania State,613.0
1101,2020-06-29,GM13,Free State of Saxony,1123.0
1102,2020-06-29,GM14,Sachsen-Anhalt State,686.0
1103,2020-06-29,GM15,Free State of Thüringia,551.0
1104,2020-06-29,GM16,Berlin State,1068.0
1105,2020-06-30,GM,Germany,20997.0
1106,2020-06-30,GM01,Baden-Württemberg State,2256.0
1107,2020-06-30,GM02,Free State of Bavaria,3044.0
1108,2020-06-30,GM03,Free Hanseatic City of Bremen,120.0
1109,2020-06-30,GM04,Free Hanseatic City of Hamburg,585.0
1110,2020-06-30,GM05,Hesse State,1705.0
1111,2020-06-30,GM06,Lower Saxony State,1676.0
1112,2020-06-30,GM07,North Rhine-Westphalia State,4925.0
1113,2020-06-30,GM08,Rhineland-Palatinate State,854.0
1114,2020-06-30,GM09,Saarland State,389.0
1115,2020-06-30,GM10,Schleswig-Holstein State,619.0
1116,2020-06-30,GM11,Brandenburg State,633.0
1117,2020-06-30,GM12,Mecklenburg-Western Pomerania State,649.0
1118,2020-06-30,GM13,Free State of Saxony,1171.0
1119,2020-06-30,GM14,Sachsen-Anhalt State,703.0
1120,2020-06-30,GM15,Free State of Thüringia,617.0
1121,2020-06-30,GM16,Berlin State,1051.0
1122,2020-07-01,GM,Germany,21406.0
1123,2020-07-01,GM01,Baden-Württemberg State,2318.0
1124,2020-07-01,GM02,Free State of Bavaria,3131.0
1125,2020-07-01,GM03,Free Hanseatic City of Bremen,135.0
1126,2020-07-01,GM04,Free Hanseatic City of Hamburg,594.0
1127,2020-07-01,GM05,Hesse State,1714.0
1128,2020-07-01,GM06,Lower Saxony State,1700.0
1129,2020-07-01,GM07,North Rhine-Westphalia State,4987.0
1130,2020-07-01,GM08,Rhineland-Palatinate State,851.0
1131,2020-07-01,GM09,Saarland State,424.0
1132,2020-07-01,GM10,Schleswig-Holstein State,629.0
1133,2020-07-01,GM11,Brandenburg State,652.0
1134,2020-07-01,GM12,Mecklenburg-Western Pomerania State,639.0
1135,2020-07-01,GM13,Free State of Saxony,1218.0
1136,2020-07-01,GM14,Sachsen-Anhalt State,724.0
1137,2020-07-01,GM15,Free State of Thüringia,617.0
1138,2020-07-01,GM16,Berlin State,1073.0
