location,location_name,type,quantile,horizon,value,target_end_date,forecast_date,target,submission_date
PL,Poland,quantile,0.4,1,564,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.45,1,574,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.5,1,586,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.55,1,593,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.6,1,602,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.65,1,615,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.7,1,627,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.75,1,639,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.8,1,652,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.85,1,665,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.9,1,679,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.95,1,693,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.975,1,700,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.99,1,706,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,point,,1,586,2020-10-17,2020-10-12,1 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.01,2,3670,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.025,2,3679,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.05,2,3694,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.1,2,3721,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.15,2,3749,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.2,2,3779,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.25,2,3808,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.3,2,3834,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.35,2,3866,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.4,2,3898,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.45,2,3935,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.5,2,3967,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.55,2,4007,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.6,2,4042,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.65,2,4080,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.7,2,4117,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.75,2,4162,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.8,2,4212,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.85,2,4272,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.9,2,4329,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.95,2,4395,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.975,2,4430,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.99,2,4451,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,point,,2,3967,2020-10-24,2020-10-12,2 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.01,2,751,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.025,2,760,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.05,2,775,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.1,2,802,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.15,2,830,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.2,2,860,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.25,2,889,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.3,2,915,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.35,2,947,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.4,2,979,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.45,2,1016,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.5,2,1048,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.55,2,1088,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.6,2,1123,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.65,2,1161,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.7,2,1198,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.75,2,1243,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.8,2,1293,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.85,2,1353,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.9,2,1410,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.95,2,1476,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.975,2,1511,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.99,2,1532,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,point,,2,1048,2020-10-24,2020-10-12,2 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.01,3,4045,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.025,3,4062,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.05,3,4091,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.1,3,4156,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.15,3,4213,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.2,3,4301,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.25,3,4372,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.3,3,4454,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.35,3,4532,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.4,3,4626,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.45,3,4727,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.5,3,4833,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.55,3,4948,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.6,3,5063,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.65,3,5183,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.7,3,5294,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.75,3,5428,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.8,3,5614,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.85,3,5811,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.9,3,6020,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.95,3,6223,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.975,3,6332,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.99,3,6417,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,point,,3,4833,2020-10-31,2020-10-12,3 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.01,3,1126,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.025,3,1143,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.05,3,1172,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.1,3,1237,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.15,3,1294,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.2,3,1382,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.25,3,1453,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.3,3,1535,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.35,3,1613,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.4,3,1707,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.45,3,1808,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.5,3,1914,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.55,3,2029,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.6,3,2144,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.65,3,2264,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.7,3,2375,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.75,3,2509,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.8,3,2695,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.85,3,2892,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.9,3,3101,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.95,3,3304,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.975,3,3413,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.99,3,3498,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,point,,3,1914,2020-10-31,2020-10-12,3 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.01,4,4577,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.025,4,4634,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.05,4,4696,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.1,4,4849,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.15,4,4990,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.2,4,5179,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.25,4,5327,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.3,4,5502,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.35,4,5681,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.4,4,5893,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.45,4,6143,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.5,4,6384,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.55,4,6691,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.6,4,6940,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.65,4,7286,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.7,4,7673,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.75,4,8083,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.8,4,8564,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.85,4,8977.00000000001,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.9,4,9634,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.95,4,10340,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.975,4,10762,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.99,4,10935,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,point,,4,6384,2020-11-07,2020-10-12,4 wk ahead cum death,2020-10-12
PL,Poland,quantile,0.01,4,1658,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.025,4,1715,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.05,4,1777,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.1,4,1930,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.15,4,2071,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.2,4,2260,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.25,4,2408,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.3,4,2583,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.35,4,2762,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.4,4,2974,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.45,4,3224,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.5,4,3465,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.55,4,3772,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.6,4,4021,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.65,4,4367,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.7,4,4754,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.75,4,5164,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.8,4,5645,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.85,4,6058.00000000001,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.9,4,6715,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.95,4,7421,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.975,4,7843,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,quantile,0.99,4,8016,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
PL,Poland,point,,4,3465,2020-11-07,2020-10-12,4 wk ahead inc death,2020-10-12
