target,target_end_date,location,type,target_type,quantile,value,location_name,forecast_date
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.2,1217.37050078594,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.25,1274.82711211395,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.3,1328.98492668844,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.35,1381.44255806449,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.4,1433.33571154465,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.45,1485.59133321335,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.5,1539.07,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.55,1594.67006919205,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.6,1653.43106623464,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.65,1716.6686403052,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.7,1786.18913815654,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.75,1864.6832200207,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.8,1956.54899666577,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.85,2069.9062498798,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.9,2222.8048462461,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.95,2472.45204190834,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.975,2713.67996864229,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,quantile,deaths,0.99,3026.58950464818,Germany,2021-02-15
1 wk ahead inc death,2021-02-20,GM,point,deaths,,2807.122,Germany,2021-02-15
2 wk ahead inc death,2021-02-27,GM,point,deaths,,2271.146,Germany,2021-02-15
3 wk ahead inc death,2021-03-06,GM,point,deaths,,1816.58,Germany,2021-02-15
4 wk ahead inc death,2021-03-13,GM,point,deaths,,1539.07,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.01,66873.8839363347,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.025,66967.9235103614,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.05,67052.2305027224,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.1,67153.5414201744,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.15,67224.4808062881,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.2,67282.3978630279,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.25,67333.1982079747,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.3,67379.7133047062,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.35,67423.5869956879,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.4,67465.9164528917,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.45,67507.5282314063,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.5,67549.122,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.55,67591.3626341996,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.6,67634.9570363423,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.65,67680.7402303085,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.7,67729.799853963,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.75,67783.693408731,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.8,67844.8901853661,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.85,67917.831343924,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.9,68012.1325710468,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.95,68157.2556818418,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.975,68288.5139417033,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,quantile,,0.99,68447.705895365,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.01,68403.1211810376,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.025,68594.6884888748,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.05,68768.0772229986,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.1,68978.4580869455,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.15,69127.0609891168,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.2,69249.1618191912,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.25,69356.8276895398,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.3,69455.8729604771,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.35,69549.694743031,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.4,69640.5802302592,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.45,69730.2725081987,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.5,69820.268,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.55,69912.0105890496,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.6,70007.0579998229,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.65,70107.2733423964,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.7,70215.1071545484,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.75,70334.0944111476,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.8,70469.8708019241,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.85,70632.6190313296,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.9,70844.4838996224,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.95,71173.6912871879,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.975,71474.689870302,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,quantile,,0.99,71843.7966658753,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.01,69482.3897097161,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.025,69764.350952665,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.05,70022.1138663741,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.1,70338.0911597099,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.15,70563.3856251726,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.2,70749.7904514223,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.25,70915.1157704814,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.3,71067.9909245271,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.35,71213.4950934848,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.4,71355.083257092,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.45,71495.4245228133,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.5,71636.848,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.55,71781.6403028594,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.6,71932.3086665066,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.65,72091.8929656284,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.7,72264.4341261333,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.75,72455.808155605,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.8,72675.4413444992,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.85,72940.4557499725,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.9,73288.2856943409,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.95,73835.0506976098,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.975,74341.5678098844,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,quantile,,0.99,74971.1689809033,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.01,70298.6366715989,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.025,70663.7055223877,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.05,71000.5492311817,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.1,71417.4589237716,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.15,71717.3701257701,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.2,71967.1609522082,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.25,72189.9428825954,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.3,72396.9758512155,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.35,72594.9376515493,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.4,72788.4189686366,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.45,72981.0158560266,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.5,73175.918,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.55,73376.3103720514,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.6,73585.7397327412,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.65,73808.5616059336,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.7,74050.6232642898,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.75,74320.4913756257,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.8,74631.990341165,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.85,75010.3619998523,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.9,75511.090540587,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.95,76307.5027395182,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.975,77055.2477785267,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,quantile,,0.99,77997.7584855515,Germany,2021-02-15
1 wk ahead cum death,2021-02-20,GM,point,,,67549.122,Germany,2021-02-15
2 wk ahead cum death,2021-02-27,GM,point,,,69820.268,Germany,2021-02-15
3 wk ahead cum death,2021-03-06,GM,point,,,71636.848,Germany,2021-02-15
4 wk ahead cum death,2021-03-13,GM,point,,,73175.918,Germany,2021-02-15
