id,Country,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30
24,PL79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,6,8,9,10,10,10,14,19,21,23,26,28,31,43,54,70,75,78,90,90,94,101,107,116,125,130,143,151,171,206,219,230,254,271,276,292,298,324,330,345,352,363,373,378,390,394,398,407,422,435,440,450,459,475,478,490,495,498,502,510,527,535,544,551,555,568,576,586,590,593,598,601,610,622,631,642,643,652,666,685,693,701,720,728,737,747,760,763,772,790,795,803,811,818,824,834,838,852,852,857,866,889,892,913,932,940,941,948,955,964,967,972,973,976,980,986,995,1003,1009,1010,1012,1015,1019,1023,1028,1036,1040,1044,1064,1085,1093,1113,1129,1130,1146,1151,1168,1181,1188,1204,1207,1214,1235,1260,1286,1303,1316,1323,1343,1351,1366,1397,1404,1418,1441,1456,1468,1476,1501,1530,1535,1545,1555,1572,1588,1603,1611,1619,1630,1644,1652,1660,1669,1678,1714,1719,1726,1738,1762,1778,1792,1797,1823,1851,1870,1889,1908,1943,2027,2097,2125,2149,2168,2206,2238,2254,2289,2325,2361,2382,2438,2491,2535,2583,2636,2686,2776,2892,3033,3156,3309,3550,3783,4065,4286,4569,4881,5229,5536,5898,6302,6703,7261,7642,7977,8362,8757,9239,9789,10260,10721,11076,11521,12165,12879,13618,14383,15241,15832,16594,17504,18348,19150,19949,20553,21110,21842,22703,23385,24177,24880,25443,25936,26448,26907,27494,28030,28459,28891,29089
25,PL80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,7,8,11,11,14,17,19,25,29,30,37,43,53,61,71,76,80,95,104,111,125,136,149,156,168,180,194,209,220,221,225,234,243,246,251,259,263,266,270,276,279,288,311,313,316,325,328,329,337,341,350,363,366,366,368,370,370,371,371,371,371,373,373,374,374,374,374,374,375,376,377,379,379,379,379,381,383,383,388,388,388,389,389,389,390,392,397,408,413,415,423,439,459,473,486,505,517,530,537,550,558,566,578,590,604,622,636,648,650,670,683,695,735,762,775,792,819,826,842,851,897,959,971,980,1016,1034,1059,1076,1098,1106,1123,1143,1150,1171,1183,1189,1208,1231,1276,1304,1330,1353,1395,1436,1468,1501,1536,1580,1608,1645,1661,1683,1729,1768,1804,1842,1879,1918,1951,1977,2023,2055,2100,2121,2180,2229,2262,2332,2374,2404,2436,2462,2508,2540,2632,2690,2723,2746,2762,2784,2801,2847,2886,2919,2960,2980,3014,3055,3102,3171,3233,3291,3321,3345,3407,3462,3534,3604,3677,3792,3886,3993,4211,4352,4493,4635,4772,4913,5169,5537,5884,6199,6533,6924,7243,7663,8226,8930,9651,10109,10776,11657,12434,13286,14177,15089,15818,16560,17599,18905,20179,21583,22824,23873,24802,26082,27635,29342,31288,33110,34370,35606,36758,38034,39298,40460,41386,42228,42779,43556,44652,45492,46364,47067,47607,48147,48737,49386,50176,50889,51228,51429
26,PL81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,6,7,7,10,13,17,26,28,36,36,47,59,74,82,91,109,127,149,168,189,195,222,238,256,259,278,291,316,321,327,332,335,341,344,358,361,365,367,367,375,375,377,378,378,379,380,381,383,383,384,384,385,385,386,387,387,388,389,398,405,405,411,414,418,423,430,439,442,445,449,450,458,463,473,485,493,497,518,524,539,550,559,576,585,608,621,628,646,659,673,688,703,726,736,749,763,778,787,806,823,843,848,854,861,874,876,880,882,889,895,897,899,902,902,903,904,904,908,911,911,915,917,922,924,929,938,940,947,955,962,969,975,979,988,998,1013,1023,1040,1041,1053,1063,1071,1078,1085,1102,1133,1139,1142,1147,1157,1165,1177,1183,1190,1196,1204,1232,1245,1257,1262,1286,1290,1299,1309,1316,1326,1334,1345,1359,1378,1387,1392,1408,1441,1446,1463,1471,1482,1509,1532,1547,1571,1592,1605,1626,1648,1686,1740,1816,1881,1940,1997,2054,2118,2204,2330,2406,2496,2553,2637,2731,2848,3020,3130,3260,3443,3617,3756,3957,4106,4245,4528,4737,5005,5229,5455,5763,5975,6181,6607,6897,7755,8113,8725,9369,9912,10228,10853,11755,12335,12950,14003,14500,15214,15876,16819,17221,17916,18641,19128,19640,20120,20637,21359,22286,23151,23606,23915,24364,24828,25319,25800,26107,26225
27,PL82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,9,9,10,14,17,21,22,22,28,32,36,45,48,54,60,70,82,104,117,125,135,143,153,157,163,171,175,175,179,181,185,207,209,215,219,231,243,257,296,346,357,394,424,428,434,440,444,444,451,460,468,477,478,481,485,489,491,492,493,500,502,502,503,508,513,517,527,533,540,542,546,548,552,552,553,558,559,559,560,564,568,569,569,574,579,579,581,587,588,588,590,596,599,601,603,615,617,636,643,646,649,653,657,666,667,667,677,681,685,687,688,690,693,693,702,706,711,713,715,715,718,726,741,745,746,761,774,778,787,810,829,832,847,875,887,902,919,943,963,980,997,1026,1067,1120,1160,1208,1238,1313,1374,1420,1489,1574,1626,1677,1737,1805,1894,1959,2045,2105,2198,2258,2329,2371,2416,2469,2544,2578,2620,2664,2705,2747,2792,2812,2838,2876,2908,2947,3026,3081,3127,3168,3221,3355,3428,3524,3579,3669,3752,3866,4009,4137,4288,4479,4629,4756,4950,5130,5358,5602,5825,6027,6226,6419,6732,7120,7482,7813,8097,8415,8759,9217,9764,10327,10754,11235,11719,12267,12977,13718,14494,14993,15665,16308,17209,18162,19211,20423,21443,22410,23727,25079,26220,27671,29342,30677,31799,32915,34236,35350,36771,38099,39145,40182,41507,42820,44319,45870,47585,48724,49683,50662,51788,52893,54151,55177,56155,56596
28,PL83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,8,11,12,12,14,18,24,30,42,46,56,66,77,87,107,127,141,165,195,209,264,272,301,431,496,537,562,601,644,695,729,781,846,879,943,988,1070,1215,1240,1380,1451,1505,1551,1586,1683,1750,1824,1866,1960,2119,2239,2380,2446,2576,2656,2790,2947,3063,3242,3398,3569,3782,4235,4402,4704,4997,5162,5342,5547,5810,6085,6336,6621,6800,6985,7143,7417,7593,7731,7922,8150,8255,8451,8560,8669,8789,8966,9317,9642,9968,10105,10181,10338,10476,10685,10845,11033,11249,11407,11495,11586,11700,11828,11958,12087,12195,12320,12416,12497,12527,12605,12689,12858,13006,13086,13179,13266,13315,13406,13502,13586,13674,13751,13808,13873,13945,14035,14124,14210,14311,14366,14421,14561,14674,14784,14968,15156,15289,15439,15600,15783,15943,16170,16384,16575,16721,16943,17095,17232,17491,17699,17848,17946,18074,18219,18400,18560,18693,18801,18877,18962,19122,19298,19466,19619,19716,19814,19903,20017,20135,20239,20334,20420,20497,20550,20613,20684,20738,20786,20821,20852,20904,20961,21012,21057,21129,21182,21227,21289,21351,21415,21480,21544,21618,21663,21735,21817,21927,22053,22194,22287,22370,22494,22622,22770,22949,23170,23290,23415,23633,23919,24294,24784,25196,25550,25812,26253,26773,27595,28364,29129,30103,30788,31683,32691,33859,35164,36426,37560,38562,39860,41728,43722,45483,47757,49250,50612,53019,55184,59034,62976,67266,71511,75884,80160,84226,88137,91978,95431,99007,102329,104771,106985,111362,114028,116291,117902,118596,119541,121482,123306,124866,126268,127245,127666
29,PL84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,5,6,7,7,8,8,14,15,22,27,34,37,49,55,62,79,81,93,103,120,127,129,130,136,141,141,154,170,175,193,203,210,227,238,247,248,254,255,258,261,264,266,270,270,271,278,282,300,300,303,312,321,325,325,328,337,337,340,341,341,352,353,357,361,366,374,381,391,398,407,431,438,472,479,485,492,501,510,511,514,514,554,568,579,584,595,597,610,624,635,657,675,686,697,703,718,720,741,749,751,765,775,789,797,801,808,821,823,828,838,842,845,850,854,854,857,860,862,865,868,878,878,884,889,918,925,929,937,944,947,949,955,960,965,967,974,976,984,1010,1013,1043,1054,1067,1078,1086,1097,1099,1111,1114,1155,1171,1181,1189,1193,1208,1230,1241,1249,1302,1322,1342,1360,1379,1406,1412,1426,1442,1457,1478,1493,1519,1534,1543,1554,1571,1589,1604,1621,1634,1638,1671,1679,1711,1738,1759,1777,1785,1806,1842,1878,1930,1971,2010,2028,2067,2117,2160,2193,2349,2419,2468,2607,2756,2915,3107,3325,3477,3664,3785,4040,4323,4637,5033,5244,5414,5726,5985,6471,7110,7522,7927,8243,8677,9213,9812,10419,11250,11512,11806,12357,13124,14074,15087,16318,16747,17091,17844,18344,19169,20089,21266,21951,22738,23362,24232,25177,26037,26797,27188,27552,27911,28214,28687,29093,29403,29673,29865
30,PL85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,4,4,4,5,5,7,11,12,17,20,22,25,29,33,39,44,46,56,57,58,61,67,75,78,80,83,87,92,95,110,111,122,122,122,125,129,139,139,142,143,145,145,145,146,146,146,146,146,146,148,148,148,148,150,152,152,156,157,160,162,162,164,168,169,170,170,170,170,174,174,174,174,175,175,175,179,179,179,179,179,179,179,179,179,179,180,180,180,181,181,181,185,185,185,186,186,192,196,202,207,209,209,211,213,223,227,236,236,240,242,244,250,262,267,271,272,274,275,275,278,280,282,282,284,284,286,286,291,292,294,298,307,324,326,332,334,338,338,343,348,353,362,379,384,385,389,402,414,431,460,490,496,528,561,572,588,602,612,623,631,652,665,695,713,738,739,760,784,835,857,871,888,890,902,921,937,952,968,977,992,996,1014,1027,1044,1062,1075,1077,1098,1111,1140,1166,1188,1211,1222,1243,1277,1300,1387,1430,1512,1526,1576,1643,1745,1817,1893,1962,1990,2025,2144,2249,2351,2461,2567,2640,2719,2915,3106,3287,3511,3721,3911,4076,4424,4735,5100,5444,5784,6154,6455,6897,7422,8016,8753,9292,9874,10439,11061,11856,12682,13361,13919,14613,15262,15880,16795,17541,18531,19351,20391,20854,21642,22667,23722,24913,25803,26667,27140,27998,29208,30273,31223,31841,32168
31,PL86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,6,7,7,11,13,13,15,18,31,37,41,42,57,69,90,99,108,132,148,169,195,213,233,273,327,349,394,431,477,535,564,649,683,785,829,880,898,1020,1050,1081,1099,1166,1236,1266,1307,1343,1376,1415,1441,1443,1494,1518,1529,1598,1616,1640,1655,1670,1672,1699,1710,1722,1735,1752,1757,1797,1810,1815,1899,1925,1941,1953,2021,2040,2059,2118,2133,2146,2147,2150,2155,2188,2206,2216,2219,2259,2273,2286,2300,2306,2333,2345,2369,2383,2400,2408,2420,2429,2440,2448,2455,2474,2501,2518,2527,2562,2610,2612,2643,2669,2776,2804,2850,2907,2942,2950,3025,3048,3076,3093,3136,3230,3250,3302,3322,3342,3388,3398,3419,3453,3476,3498,3513,3526,3560,3584,3596,3641,3655,3682,3741,3780,3852,3950,4044,4141,4230,4276,4330,4393,4457,4495,4534,4588,4631,4693,4743,4773,4815,4858,4938,5015,5096,5142,5195,5227,5321,5413,5505,5601,5669,5699,5729,5782,5830,5923,5982,6017,6038,6069,6097,6173,6230,6280,6353,6376,6404,6424,6498,6573,6667,6790,6842,6878,6954,7038,7122,7289,7391,7591,7672,7812,7985,8181,8405,8573,8753,8859,9101,9606,10042,10402,10782,11312,11646,12154,12989,13581,14639,15363,15786,16972,17727,19243,20293,21765,22616,23074,24651,27536,30169,33251,35580,36423,37679,39793,43745,47633,49696,52147,53992,55975,59821,62902,65134,68000,70742,72885,75285,76760,77934,80087,82345,84870,86940,88839,89469,90889,92557,94629,96377,97951,98483
32,PL87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,5,5,6,6,8,8,9,9,10,12,16,27,31,33,40,51,57,59,69,79,89,89,100,106,117,133,165,174,184,191,193,203,211,217,223,230,249,266,277,279,288,304,336,343,355,370,376,380,396,401,406,414,428,441,452,460,464,469,473,474,480,486,488,491,492,494,497,502,503,513,515,519,520,521,525,527,527,531,535,536,536,541,548,550,553,553,554,554,560,565,567,569,576,581,583,588,591,591,595,596,597,597,599,603,604,608,609,609,609,611,611,611,613,620,621,621,622,622,623,631,635,635,637,638,642,645,645,653,656,660,667,673,683,687,688,695,697,703,715,722,726,741,746,761,776,793,812,826,847,862,873,899,913,919,927,948,966,980,996,1009,1021,1027,1038,1041,1045,1057,1075,1086,1096,1107,1115,1125,1132,1136,1153,1155,1169,1173,1176,1192,1203,1215,1226,1240,1242,1245,1262,1286,1327,1347,1378,1391,1403,1442,1458,1486,1547,1598,1655,1680,1738,1811,1869,1983,2045,2103,2144,2255,2401,2517,2647,2799,2954,3070,3221,3396,3573,3884,4224,4541,4758,4971,5256,5771,6329,6909,7383,7943,8464,8824,9373,10041,10776,11487,12059,12513,13260,14126,15029,16101,16824,17643,18381,19233,20001,21332,22377,23410,24520,25711,26857,28042,29318,30419,31379,32344,32801,33812,34803,35718,36620,37400,37999
33,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,11,17,22,31,51,68,104,125,177,238,286,355,425,536,634,749,901,1051,1221,1389,1638,1862,2055,2311,2554,2946,3383,3627,4102,4413,4848,5205,5575,5955,6356,6674,6932,7202,7582,7918,8375,8709,9224,9530,9793,10106,10448,10829,11210,11554,11839,12155,12577,12877,13105,13375,13693,14006,14412,14723,15026,15363,15651,15996,16326,16882,17204,17615,18016,18257,18529,18885,19267,19738,20141,20612,20927,21288,21629,22072,22469,22821,23153,23565,23784,24159,24395,24687,25048,25410,25986,26561,27160,27560,27842,28201,28577,29017,29392,29788,30195,30645,30959,31311,31620,31931,32227,32527,32821,33110,33395,33714,33907,34154,34393,34775,35146,35405,35719,35950,36155,36412,36689,36951,37216,37521,37891,38190,38457,38721,39054,39407,39746,40104,40383,40782,41162,41580,42038,42622,43065,43402,43904,44416,45031,45688,46346,46894,47469,48149,48789,49515,50324,51167,51791,52410,52961,53676,54487,55319,56090,56684,57279,57876,58611,59378,60281,61181,61762,62310,63073,63802,64689,65480,66239,66870,67372,67922,68517,69129,69820,70387,70824,71126,71526,71947,72453,73047,73650,74152,74529,75134,75734,76571,77328,78330,79240,79988,80699,81673,82809,84396,85980,87330,88636,89962,91514,93481,95773,98140,100074,102080,104316,107319,111599,116338,121638,125816,130210,135278,141804,149903,157608,167230,175766,183248,192539,202579,214686,228318,241946,253688,263929,280229,299049,319205,340834,362731,379902,395480,414844,439536,466679,493765,521640,546425,568138,593592,618813,641496,665547,691118,712972,733788,752940,772823,796798,819262,843475,861331,876333,886245,901504,918127,935128,950214,961573,967202
