"","forecast_date","target","target_end_date","location","type","quantile","value","location_name"
"67",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM","quantile",0.65,54,"Germany"
"68",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM","quantile",0.7,56,"Germany"
"69",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM","quantile",0.75,58,"Germany"
"70",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM","quantile",0.8,60,"Germany"
"71",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM","quantile",0.85,63,"Germany"
"72",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM","quantile",0.9,67,"Germany"
"73",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM","quantile",0.95,73,"Germany"
"74",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM","quantile",0.975,78,"Germany"
"75",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM","quantile",0.99,84,"Germany"
"76",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.01,24,"Germany"
"77",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.025,28,"Germany"
"78",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.05,31,"Germany"
"79",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.1,34,"Germany"
"80",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.15,37,"Germany"
"81",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.2,39,"Germany"
"82",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.25,41,"Germany"
"83",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.3,43,"Germany"
"84",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.35,44,"Germany"
"85",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.4,46,"Germany"
"86",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.45,47,"Germany"
"87",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.5,49,"Germany"
"88",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.55,51,"Germany"
"89",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.6,52,"Germany"
"90",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.65,54,"Germany"
"91",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.7,56,"Germany"
"92",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.75,58,"Germany"
"93",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.8,60,"Germany"
"94",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.85,63,"Germany"
"95",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.9,67,"Germany"
"96",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.95,73,"Germany"
"97",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.975,78,"Germany"
"98",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM","quantile",0.99,84,"Germany"
"99",2020-07-13,"-1 wk ahead cum death",2020-07-04,"GM","observed",NA,9010,"Germany"
"100",2020-07-13,"0 wk ahead cum death",2020-07-11,"GM","observed",NA,9060,"Germany"
"101",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","point",NA,9109,"Germany"
"102",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","point",NA,9159,"Germany"
"103",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","point",NA,9209,"Germany"
"104",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","point",NA,9259,"Germany"
"105",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.01,9084,"Germany"
"106",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.025,9088,"Germany"
"107",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.05,9091,"Germany"
"108",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.1,9094,"Germany"
"109",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.15,9097,"Germany"
"110",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.2,9099,"Germany"
"111",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.25,9101,"Germany"
"112",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.3,9103,"Germany"
"113",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.35,9104,"Germany"
"114",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.4,9106,"Germany"
"115",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.45,9107,"Germany"
"116",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.5,9109,"Germany"
"117",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.55,9111,"Germany"
"118",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.6,9112,"Germany"
"119",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.65,9114,"Germany"
"120",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.7,9116,"Germany"
"121",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.75,9118,"Germany"
"122",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.8,9120,"Germany"
"123",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.85,9123,"Germany"
"124",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.9,9127,"Germany"
"125",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.95,9133,"Germany"
"126",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.975,9138,"Germany"
"127",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM","quantile",0.99,9144,"Germany"
"128",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.01,9122,"Germany"
"129",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.025,9127,"Germany"
"130",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.05,9132,"Germany"
"131",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.1,9137,"Germany"
"132",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.15,9141,"Germany"
"133",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.2,9145,"Germany"
"134",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.25,9147,"Germany"
"135",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.3,9150,"Germany"
"136",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.35,9152,"Germany"
"137",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.4,9155,"Germany"
"138",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.45,9157,"Germany"
"139",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.5,9159,"Germany"
"140",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.55,9161,"Germany"
"141",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.6,9164,"Germany"
"142",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.65,9166,"Germany"
"143",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.7,9169,"Germany"
"144",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.75,9172,"Germany"
"145",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.8,9175,"Germany"
"146",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.85,9179,"Germany"
"147",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.9,9184,"Germany"
"148",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.95,9191,"Germany"
"149",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.975,9198,"Germany"
"150",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM","quantile",0.99,9206,"Germany"
"151",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.01,9162,"Germany"
"152",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.025,9169,"Germany"
"153",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.05,9175,"Germany"
"154",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.1,9182,"Germany"
"155",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.15,9187,"Germany"
"156",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.2,9191,"Germany"
"157",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.25,9195,"Germany"
"158",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.3,9198,"Germany"
"159",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.35,9201,"Germany"
"160",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.4,9204,"Germany"
"161",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.45,9206,"Germany"
"162",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.5,9209,"Germany"
"163",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.55,9212,"Germany"
"164",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.6,9215,"Germany"
"165",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.65,9218,"Germany"
"166",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.7,9221,"Germany"
"167",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.75,9224,"Germany"
"168",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.8,9228,"Germany"
"169",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.85,9233,"Germany"
"170",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.9,9239,"Germany"
"171",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.95,9248,"Germany"
"172",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.975,9256,"Germany"
"173",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM","quantile",0.99,9266,"Germany"
"174",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.01,9204,"Germany"
"175",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.025,9212,"Germany"
"176",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.05,9219,"Germany"
"177",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.1,9228,"Germany"
"178",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.15,9233,"Germany"
"179",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.2,9238,"Germany"
"180",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.25,9242,"Germany"
"181",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.3,9246,"Germany"
"182",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.35,9249,"Germany"
"183",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.4,9253,"Germany"
"184",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.45,9256,"Germany"
"185",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.5,9259,"Germany"
"186",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.55,9262,"Germany"
"187",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.6,9266,"Germany"
"188",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.65,9269,"Germany"
"189",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.7,9273,"Germany"
"190",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.75,9277,"Germany"
"191",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.8,9281,"Germany"
"192",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.85,9287,"Germany"
"193",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.9,9293,"Germany"
"194",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.95,9304,"Germany"
"195",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.975,9313,"Germany"
"196",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM","quantile",0.99,9324,"Germany"
"197",2020-07-13,"-1 wk ahead inc death",2020-07-04,"GM01","observed",NA,8,"Baden-Württemberg State"
"198",2020-07-13,"0 wk ahead inc death",2020-07-11,"GM01","observed",NA,0,"Baden-Württemberg State"
"199",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","point",NA,0,"Baden-Württemberg State"
"200",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","point",NA,0,"Baden-Württemberg State"
"201",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","point",NA,0,"Baden-Württemberg State"
"202",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM01","point",NA,0,"Baden-Württemberg State"
"203",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.01,0,"Baden-Württemberg State"
"204",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.025,0,"Baden-Württemberg State"
"205",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.05,0,"Baden-Württemberg State"
"206",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.1,0,"Baden-Württemberg State"
"207",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.15,0,"Baden-Württemberg State"
"208",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.2,0,"Baden-Württemberg State"
"209",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.25,0,"Baden-Württemberg State"
"210",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.3,0,"Baden-Württemberg State"
"211",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.35,0,"Baden-Württemberg State"
"212",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.4,0,"Baden-Württemberg State"
"213",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.45,0,"Baden-Württemberg State"
"214",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.5,0,"Baden-Württemberg State"
"215",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.55,0,"Baden-Württemberg State"
"216",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.6,0,"Baden-Württemberg State"
"217",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.65,0,"Baden-Württemberg State"
"218",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.7,0,"Baden-Württemberg State"
"219",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.75,0,"Baden-Württemberg State"
"220",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.8,0,"Baden-Württemberg State"
"221",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.85,1,"Baden-Württemberg State"
"222",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.9,1,"Baden-Württemberg State"
"223",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.95,1,"Baden-Württemberg State"
"224",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.975,2,"Baden-Württemberg State"
"225",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM01","quantile",0.99,2,"Baden-Württemberg State"
"226",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.01,0,"Baden-Württemberg State"
"227",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.025,0,"Baden-Württemberg State"
"228",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.05,0,"Baden-Württemberg State"
"229",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.1,0,"Baden-Württemberg State"
"230",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.15,0,"Baden-Württemberg State"
"231",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.2,0,"Baden-Württemberg State"
"232",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.25,0,"Baden-Württemberg State"
"233",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.3,0,"Baden-Württemberg State"
"234",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.35,0,"Baden-Württemberg State"
"235",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.4,0,"Baden-Württemberg State"
"236",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.45,0,"Baden-Württemberg State"
"237",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.5,0,"Baden-Württemberg State"
"238",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.55,0,"Baden-Württemberg State"
"239",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.6,0,"Baden-Württemberg State"
"240",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.65,0,"Baden-Württemberg State"
"241",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.7,0,"Baden-Württemberg State"
"242",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.75,0,"Baden-Württemberg State"
"243",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.8,0,"Baden-Württemberg State"
"244",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.85,1,"Baden-Württemberg State"
"245",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.9,1,"Baden-Württemberg State"
"246",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.95,1,"Baden-Württemberg State"
"247",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.975,2,"Baden-Württemberg State"
"248",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM01","quantile",0.99,2,"Baden-Württemberg State"
"249",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.01,0,"Baden-Württemberg State"
"250",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.025,0,"Baden-Württemberg State"
"251",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.05,0,"Baden-Württemberg State"
"252",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.1,0,"Baden-Württemberg State"
"253",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.15,0,"Baden-Württemberg State"
"254",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.2,0,"Baden-Württemberg State"
"255",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.25,0,"Baden-Württemberg State"
"256",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.3,0,"Baden-Württemberg State"
"257",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.35,0,"Baden-Württemberg State"
"258",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.4,0,"Baden-Württemberg State"
"259",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.45,0,"Baden-Württemberg State"
"260",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.5,0,"Baden-Württemberg State"
"261",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.55,0,"Baden-Württemberg State"
"262",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.6,0,"Baden-Württemberg State"
"263",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.65,0,"Baden-Württemberg State"
"264",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.7,0,"Baden-Württemberg State"
"265",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.75,0,"Baden-Württemberg State"
"266",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.8,0,"Baden-Württemberg State"
"267",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.85,1,"Baden-Württemberg State"
"268",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.9,1,"Baden-Württemberg State"
"269",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.95,1,"Baden-Württemberg State"
"270",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.975,2,"Baden-Württemberg State"
"271",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM01","quantile",0.99,2,"Baden-Württemberg State"
